# timestamp tx ty tz qx qy qz qw
1645868413.540433406830 -0.037889124748 -0.035427544096 0.023472785723 -0.000258280155 -0.000292226836 0.000105756137 0.999999918355
1645868413.641236782074 -0.044210002928 -0.037687567692 0.029551941867 -0.000231532603 0.000417688234 0.000044012644 0.999999884996
1645868413.755317449570 -0.041644852310 -0.039310559838 0.029754506560 -0.000450179432 0.000489421812 0.000075677397 0.999999776039
1645868413.846200227737 -0.036512431463 -0.033428230710 0.030790022182 -0.000054138815 0.000253772127 0.000047824530 0.999999965191
1645868413.946749687195 -0.036730003998 -0.038802410096 0.033425017119 -0.000111593602 0.000216956690 0.000149034782 0.999999959133
1645868414.057506084442 -0.037172989099 -0.043360751003 0.034509052592 -0.000184492891 0.000079290080 0.000134213469 0.999999970831
1645868414.158190965652 -0.039848156341 -0.040497659915 0.034466297628 0.000020800004 0.000172732553 0.000009654461 0.999999984819
1645868414.248846530914 -0.040087754459 -0.043706542261 0.037149186628 -0.000051101727 0.000270768625 0.000129630979 0.999999953634
1645868414.359548091888 -0.039758927940 -0.040177616753 0.035904810616 -0.000015898426 0.000263811895 0.000021863241 0.999999964836
1645868414.450235128403 -0.039721340248 -0.043368325512 0.033610064575 -0.000329519242 0.000119898744 0.000058875544 0.999999936788
1645868414.550902366638 -0.040531986225 -0.042886827766 0.032911539268 -0.000022746807 0.000171166372 0.000175932960 0.999999969616
1645868414.651683092117 -0.038325152429 -0.041698101634 0.032092254081 -0.000262231953 0.000083271909 0.000390206610 0.999999886019
1645868414.754755735397 -0.038726142536 -0.041338321534 0.033508128407 0.000072964055 0.000180517711 0.000074670409 0.999999978257
1645868414.855611801147 -0.039686251126 -0.044906844671 0.034469752971 -0.000550701991 0.000115653439 0.000199271902 0.999999821821
1645868414.956328392029 -0.040125626096 -0.046074768148 0.033910487141 -0.000653926339 0.000063159915 0.000189477497 0.999999766245
1645868415.057104825974 -0.040829332389 -0.045258564142 0.036066107830 -0.000132186688 0.000259658950 0.000119035759 0.999999950467
1645868415.087352514267 -0.039013389570 -0.047677210315 0.034701556320 -0.000127548943 0.000167291965 0.000230867428 0.999999951222
1645868415.147659301758 -0.036941575413 -0.049381624617 0.035924867676 -0.000365343024 0.000144874114 0.000275666320 0.999999884772
1645868415.248204946518 -0.035521073604 -0.047885101828 0.034473079023 -0.000214446136 0.000156167713 0.000130494267 0.999999956298
1645868415.348907709122 -0.035485395492 -0.046899994152 0.034105629434 -0.000279102143 0.000111716907 0.000307750336 0.999999907456
1645868415.459501028061 -0.036641896771 -0.049071108084 0.034275988086 -0.000186132581 0.000266816226 0.000349731155 0.999999885926
1645868415.550115823746 -0.038374919451 -0.047765569001 0.035048167490 -0.000191754936 0.000225734564 0.000330885386 0.999999901394
1645868415.650854587555 -0.039043321204 -0.046807812678 0.036130389215 0.000069927348 0.000315707576 0.000216042077 0.999999924382
1645868415.754846811295 -0.040742151426 -0.046304860803 0.036878781636 -0.000271870381 0.000251030570 0.000271030956 0.999999894806
1645868415.855592012405 -0.039867427889 -0.046522886536 0.036134080079 0.000160737316 0.000224587217 0.000170299478 0.999999947361
1645868415.956369876862 -0.038761291683 -0.047466588495 0.036404070532 -0.000190860317 0.000167528396 0.000282216229 0.999999927930
1645868416.057149648666 -0.038278269817 -0.049708073059 0.035725480609 -0.000113407332 0.000215530468 0.000286991543 0.999999929161
1645868416.157796382904 -0.038403592963 -0.048745861200 0.035972979389 0.000000250413 0.000276984610 0.000263279409 0.999999926982
1645868416.248460054398 -0.039765867846 -0.050770811543 0.035489365387 -0.000211467441 0.000159475362 0.000293790122 0.999999921768
1645868416.359128713608 -0.038909425485 -0.053068854586 0.035929609136 -0.000335388403 0.000241338910 0.000360941518 0.999999849496
1645868416.459841012955 -0.038244175161 -0.052762929497 0.037022223423 0.000062196251 0.000363599864 0.000379004566 0.999999860141
1645868416.560524940491 -0.039232969659 -0.054284566315 0.037104812201 -0.000298595239 0.000183164807 0.000312625448 0.999999889778
1645868416.661215066910 -0.040864508194 -0.050568353722 0.036334589111 -0.000098252942 0.000229196356 0.000306178455 0.999999922035
1645868416.755016565323 -0.039209570018 -0.049934898223 0.035931977431 -0.000283894557 0.000174160378 0.000381670496 0.999999871700
1645868416.855688333511 -0.039929483521 -0.051409419012 0.037651173476 -0.000308132855 0.000237364053 0.000367725047 0.999999856745
1645868416.956391334534 -0.039727394477 -0.052893910525 0.037168441602 -0.000391299367 0.000186131728 0.000352312544 0.999999844058
1645868417.057082176208 -0.038532723955 -0.047314690308 0.037353595816 -0.000370756046 0.000318574276 0.000337205229 0.999999823671
1645868417.157693862915 -0.039088206144 -0.050396641446 0.037234272626 -0.000453855374 0.000286184856 0.000383137785 0.999999782659
1645868417.258489847183 -0.040088300154 -0.046823459360 0.035919021996 -0.000281381463 0.000253769313 0.000334336086 0.999999872322
1645868417.349124908447 -0.041583818985 -0.049085067521 0.035582421392 -0.000208848036 0.000255454651 0.000420992481 0.999999856945
1645868417.459957599640 -0.040089033476 -0.046848020172 0.034626675280 -0.000160084042 0.000288305196 0.000386700719 0.999999870858
1645868417.550693750381 -0.037840058572 -0.046166615494 0.034403149880 -0.000129593897 0.000228028666 0.000233270731 0.999999938397
1645868417.675219535828 -0.037216886642 -0.045490982266 0.033906797924 -0.000107871229 0.000221965867 0.000248850176 0.999999938584
1645868417.755663394928 -0.036228326418 -0.048035436315 0.033619879623 -0.000284144639 0.000157884687 0.000443567151 0.999999848791
1645868417.856285810471 -0.039580504353 -0.047368637712 0.037492651174 -0.000130678144 0.000362989770 0.000191381455 0.999999907267
1645868417.956987857819 -0.041541132466 -0.048371937770 0.036514820155 -0.000095432018 0.000266654645 0.000399728994 0.999999880002
1645868418.047530651093 -0.040004192797 -0.048942356730 0.037315175959 -0.000170572946 0.000371273954 0.000614956485 0.999999727444
1645868418.148177146912 -0.037414263846 -0.053469709777 0.037584103516 -0.000313210686 0.000530561416 0.000874768863 0.999999427591
1645868418.248728513718 -0.034159151324 -0.047407937497 0.036875288794 -0.000100112698 0.000567453288 0.000113704561 0.999999827523
1645868418.359498500824 -0.027610025867 -0.057167446018 0.034330493791 -0.000644953862 0.000055711798 0.000180071099 0.999999774253
1645868418.460259675980 -0.018400035853 -0.063820103141 0.042372749507 -0.000606840997 0.000895437619 -0.001431677119 0.999998390117
1645868418.560755491257 -0.010643106324 -0.082337376243 0.039438892604 -0.000807725285 -0.000245855190 -0.001530767979 0.999998471941
1645868418.655114173889 -0.002236369281 -0.111540572066 0.035536950064 -0.001402946160 0.000206231993 -0.002462993131 0.999995961429
1645868418.755748033524 0.008367522684 -0.107918178739 0.033310588385 -0.000856802975 0.000233505728 -0.001828705494 0.999997933598
1645868418.856553077698 0.016651173016 -0.101735496696 0.031543989440 -0.000546677941 0.000256957159 -0.000893347887 0.999999418523
1645868418.957280158997 0.025149263923 -0.096243149476 0.028384517491 -0.000964607624 0.000324456643 0.001696554388 0.999998042980
1645868419.057907342911 0.029217257002 -0.103209626264 0.039831162302 -0.000010579634 0.000394250362 0.003138407104 0.999994997415
1645868419.158670663834 0.040163726000 -0.093434498044 0.035095052569 -0.001065975842 0.000608048823 0.006582734810 0.999977580536
1645868419.259290695190 0.053461269396 -0.093089257650 0.036376289352 -0.001370041237 0.000453584879 0.007978425395 0.999967130448
1645868419.350039958954 0.066294531564 -0.098814738677 0.032806463869 -0.001752077162 0.000268098803 0.008960475471 0.999958283244
1645868419.460834980011 0.079449262149 -0.095415463985 0.032337457405 -0.000971441143 0.000228864885 0.011375125322 0.999934803098
1645868419.561466693878 0.090894269376 -0.111264579027 0.033025289413 -0.001339096469 0.000028852519 0.011926693492 0.999927977392
1645868419.654842376709 0.101826202432 -0.124412660280 0.033847115822 -0.001301378619 -0.000175428056 0.012951486847 0.999915263723
1645868419.755711078644 0.116644079979 -0.131144105643 0.031872355145 -0.001122203241 0.000731277076 0.013394494015 0.999909392607
1645868419.856391429901 0.137125340081 -0.121100867187 0.048438306992 0.000247186874 0.000261135024 0.012763437654 0.999918479360
1645868419.956979036331 0.154003462371 -0.113837162552 0.046984026198 -0.000926379169 -0.000411505618 0.012700022294 0.999918837666
1645868420.057853937149 0.173941260064 -0.106973805663 0.036046764041 -0.001555165795 -0.000532545371 0.012455502324 0.999921076044
1645868420.158482789993 0.190747856090 -0.113727287319 0.032952663647 -0.000458516091 0.000205711987 0.013737175836 0.999905514259
1645868420.259112834930 0.215790798316 -0.120308918615 0.051437178553 0.000008735846 0.001286895194 0.014791879684 0.999889765984
1645868420.359688520432 0.238672355996 -0.118194576849 0.046099660115 -0.000998840910 -0.000503137920 0.015619717861 0.999877379274
1645868420.460372924805 0.264237541304 -0.121711908992 0.038010722309 -0.001773895231 -0.001170716309 0.017346240441 0.999847283670
1645868420.561105966568 0.293106979750 -0.124483240147 0.030460957804 -0.001740860271 -0.002256734898 0.018570538549 0.999823490248
1645868420.655065059662 0.315023808079 -0.125765171502 0.015967257302 -0.000914388214 -0.003206879370 0.020162689690 0.999791151073
1645868420.755883932114 0.338636069235 -0.115430437809 0.024211537221 0.000768515013 -0.000370853630 0.021145615581 0.999776042318
1645868420.856538534164 0.368434053057 -0.117483817601 0.043296063028 0.000097582714 -0.000359964169 0.023559454270 0.999722367969
1645868420.957020044327 0.395655473642 -0.119742837532 0.048763860669 -0.001056208588 -0.001220799608 0.025425411161 0.999675418593
1645868421.057609081268 0.415882131993 -0.116134527344 0.050851743795 -0.000998676108 -0.001087407921 0.028070904556 0.999604844180
1645868421.158396720886 0.442785247649 -0.108787174406 0.047410343846 -0.001894632371 -0.001253222411 0.030434640554 0.999534177733
1645868421.249001979828 0.468162089079 -0.100175654145 0.038574044838 -0.002785751334 -0.001205527336 0.032582394836 0.999464443510
1645868421.349600076675 0.499632013597 -0.097882083193 0.043807983968 -0.000896528283 -0.001141654571 0.035291384031 0.999376010856
1645868421.500511169434 0.527679116502 -0.092129752169 0.031646722013 -0.002845029042 -0.000869896182 0.037167714349 0.999304613269
1645868421.561017990112 0.564625396860 -0.095602319472 0.010930367172 -0.001426531004 -0.001476367811 0.040834182554 0.999163827849
1645868421.694997787476 0.600072606241 -0.088647023488 0.007798035017 -0.001835138366 -0.001057517649 0.042191226758 0.999107308705
1645868421.755404472351 0.633265113960 -0.083508853788 0.011510382863 -0.001934739133 -0.001562624725 0.044644660837 0.998999834458
1645868421.856233119965 0.668930490379 -0.078036707178 0.036337847174 -0.000359102113 -0.000925599694 0.047490373683 0.998871202267
1645868421.966932773590 0.702477710428 -0.082610533638 0.043066767350 -0.000356469445 -0.001656534577 0.049384653171 0.998778396269
1645868422.158053398132 0.737896209431 -0.084822927257 0.056095844072 -0.000380443940 -0.000839981502 0.051594150762 0.998667709151
1645868422.248771190643 0.770313182445 -0.081259505496 0.037128528898 -0.001072935182 -0.000743466384 0.053196721675 0.998583198773
1645868422.349212884903 0.799788881822 -0.059296148392 0.043173468404 0.000050343958 -0.002241478145 0.055672986113 0.998446539309
1645868422.460066318512 0.835432483686 -0.064844635809 0.038114488724 -0.000192290681 -0.002107614957 0.056885527728 0.998378464170
1645868422.550671100616 0.870153880387 -0.068502572665 0.060351553848 -0.000673384556 -0.003643131069 0.059401375623 0.998227304136
1645868422.654479026794 0.906323401777 -0.074159170385 0.037779290918 -0.001805056743 -0.003586163946 0.061083145555 0.998124606714
